"Date","Province","Deaths"
2020-05-03,"WC",58
2020-05-04,"WC",64
2020-05-05,"WC",71
2020-05-06,"WC",73
2020-05-07,"WC",79
2020-05-08,"WC",88
2020-05-09,"WC",95
2020-05-10,"WC",98
2020-05-11,"WC",106
2020-05-12,"WC",106
2020-05-13,"WC",117
2020-05-14,"WC",129
2020-05-15,"WC",137
2020-05-16,"WC",149
2020-05-17,"WC",149
2020-05-18,"WC",166
2020-05-19,"WC",187
2020-05-20,"WC",210
2020-05-21,"WC",235
2020-05-22,"WC",257
2020-05-23,"WC",261
2020-05-24,"WC",281
2020-05-25,"WC",330
2020-05-26,"WC",363
2020-05-27,"WC",391
2020-05-28,"WC",406
2020-05-29,"WC",437
2020-05-30,"WC",465
2020-05-31,"WC",503
2020-06-01,"WC",525
2020-06-02,"WC",568
2020-06-03,"WC",597
2020-06-04,"WC",651
2020-06-05,"WC",704
2020-06-06,"WC",729
2020-06-07,"WC",774
2020-06-08,"WC",829
2020-06-09,"WC",890
2020-06-10,"WC",927
2020-06-11,"WC",966
2020-06-12,"WC",1005
2020-06-13,"WC",1041
2020-06-14,"WC",1083
2020-06-15,"WC",1156
2020-06-16,"WC",1200
2020-06-17,"WC",1243
2020-06-18,"WC",1300
2020-06-19,"WC",1360
2020-06-20,"WC",1392
2020-06-21,"WC",1419
2020-06-22,"WC",1458
2020-06-23,"WC",1536
2020-06-24,"WC",1599
2020-06-25,"WC",1652
2020-06-26,"WC",1692
2020-06-27,"WC",1732
2020-06-28,"WC",1764
2020-06-29,"WC",1807
2020-06-30,"WC",1859
2020-07-01,"WC",1896
2020-07-02,"WC",1925
2020-07-03,"WC",1983
2020-07-04,"WC",2026
2020-07-05,"WC",2066
2020-07-06,"WC",2101
2020-07-07,"WC",2145
2020-07-08,"WC",2192
2020-07-09,"WC",2229
2020-07-10,"WC",2295
2020-07-11,"WC",2333
2020-07-12,"WC",2348
2020-07-13,"WC",2385
2020-07-14,"WC",2429
2020-07-15,"WC",2467
2020-07-16,"WC",2514
2020-07-17,"WC",2550
2020-07-18,"WC",2593
2020-07-19,"WC",2619
2020-07-20,"WC",2669
2020-07-21,"WC",2717
2020-07-22,"WC",2752
2020-07-23,"WC",2780
2020-07-24,"WC",2827
2020-07-25,"WC",2845
2020-07-26,"WC",2875
2020-07-27,"WC",2911
2020-07-28,"WC",2960
2020-07-29,"WC",2983
2020-07-30,"WC",3017
2020-07-31,"WC",3050
2020-08-01,"WC",3074
2020-08-02,"WC",3117
2020-08-03,"WC",3148
2020-08-04,"WC",3245
2020-08-05,"WC",3279
2020-03-27,"UNKNOWN",0
2020-03-28,"UNKNOWN",0
2020-03-30,"UNKNOWN",0
2020-03-31,"UNKNOWN",0
2020-04-03,"UNKNOWN",0
2020-04-05,"UNKNOWN",0
2020-04-06,"UNKNOWN",0
2020-04-07,"UNKNOWN",0
2020-04-08,"UNKNOWN",0
2020-04-09,"UNKNOWN",0
2020-04-10,"UNKNOWN",0
2020-04-11,"UNKNOWN",0
2020-04-12,"UNKNOWN",0
2020-04-13,"UNKNOWN",0
2020-04-14,"UNKNOWN",0
2020-04-15,"UNKNOWN",0
2020-04-16,"UNKNOWN",0
2020-04-17,"UNKNOWN",0
2020-04-18,"UNKNOWN",0
2020-04-19,"UNKNOWN",0
2020-04-20,"UNKNOWN",0
2020-04-21,"UNKNOWN",0
2020-04-22,"UNKNOWN",0
2020-04-23,"UNKNOWN",0
2020-04-24,"UNKNOWN",0
2020-04-25,"UNKNOWN",0
2020-04-26,"UNKNOWN",0
2020-04-27,"UNKNOWN",0
2020-04-28,"UNKNOWN",0
2020-04-29,"UNKNOWN",0
2020-04-30,"UNKNOWN",0
2020-05-01,"UNKNOWN",0
2020-05-02,"UNKNOWN",0
2020-05-03,"UNKNOWN",0
2020-05-04,"UNKNOWN",0
2020-05-05,"UNKNOWN",0
2020-05-06,"UNKNOWN",0
2020-05-07,"UNKNOWN",0
2020-05-08,"UNKNOWN",0
2020-05-09,"UNKNOWN",0
2020-05-10,"UNKNOWN",0
2020-05-11,"UNKNOWN",0
2020-05-12,"UNKNOWN",0
2020-05-13,"UNKNOWN",0
2020-05-14,"UNKNOWN",0
2020-05-15,"UNKNOWN",0
2020-05-16,"UNKNOWN",0
2020-05-17,"UNKNOWN",0
2020-05-18,"UNKNOWN",0
2020-05-19,"UNKNOWN",0
2020-05-20,"UNKNOWN",0
2020-05-21,"UNKNOWN",0
2020-05-22,"UNKNOWN",0
2020-05-23,"UNKNOWN",0
2020-05-24,"UNKNOWN",0
2020-05-25,"UNKNOWN",0
2020-05-26,"UNKNOWN",0
2020-05-27,"UNKNOWN",0
2020-05-28,"UNKNOWN",0
2020-05-29,"UNKNOWN",0
2020-05-30,"UNKNOWN",0
2020-05-31,"UNKNOWN",0
2020-06-01,"UNKNOWN",0
2020-06-02,"UNKNOWN",0
2020-06-03,"UNKNOWN",0
2020-06-04,"UNKNOWN",0
2020-06-05,"UNKNOWN",0
2020-06-06,"UNKNOWN",0
2020-06-07,"UNKNOWN",0
2020-06-08,"UNKNOWN",0
2020-06-09,"UNKNOWN",0
2020-06-10,"UNKNOWN",0
2020-06-11,"UNKNOWN",0
2020-06-12,"UNKNOWN",0
2020-06-13,"UNKNOWN",0
2020-06-14,"UNKNOWN",0
2020-06-15,"UNKNOWN",0
2020-06-16,"UNKNOWN",0
2020-06-17,"UNKNOWN",0
2020-06-18,"UNKNOWN",0
2020-06-19,"UNKNOWN",0
2020-06-20,"UNKNOWN",0
2020-06-21,"UNKNOWN",0
2020-06-22,"UNKNOWN",0
2020-06-23,"UNKNOWN",0
2020-06-24,"UNKNOWN",0
2020-06-25,"UNKNOWN",0
2020-06-26,"UNKNOWN",0
2020-06-27,"UNKNOWN",0
2020-06-28,"UNKNOWN",0
2020-06-29,"UNKNOWN",0
2020-06-30,"UNKNOWN",0
2020-07-01,"UNKNOWN",0
2020-07-02,"UNKNOWN",0
2020-07-03,"UNKNOWN",0
2020-07-04,"UNKNOWN",0
2020-07-05,"UNKNOWN",0
2020-07-06,"UNKNOWN",0
2020-07-07,"UNKNOWN",0
2020-07-08,"UNKNOWN",0
2020-07-09,"UNKNOWN",0
2020-07-10,"UNKNOWN",0
2020-07-11,"UNKNOWN",0
2020-07-12,"UNKNOWN",0
2020-07-13,"UNKNOWN",0
2020-07-14,"UNKNOWN",0
2020-07-15,"UNKNOWN",0
2020-07-16,"UNKNOWN",0
2020-07-17,"UNKNOWN",0
2020-07-18,"UNKNOWN",0
2020-07-19,"UNKNOWN",0
2020-07-20,"UNKNOWN",0
2020-07-21,"UNKNOWN",0
2020-07-22,"UNKNOWN",0
2020-07-23,"UNKNOWN",0
2020-07-24,"UNKNOWN",0
2020-07-25,"UNKNOWN",0
2020-07-26,"UNKNOWN",0
2020-07-27,"UNKNOWN",0
2020-07-28,"UNKNOWN",0
2020-07-29,"UNKNOWN",0
2020-07-30,"UNKNOWN",0
2020-07-31,"UNKNOWN",0
2020-08-01,"UNKNOWN",0
2020-08-02,"UNKNOWN",0
2020-08-03,"UNKNOWN",0
2020-08-04,"UNKNOWN",0
2020-08-05,"UNKNOWN",0
